specification,k,centroid_id,n,share_percent,cycle_counts,centroid_bmi,member_median_bmi,member_q1_bmi,member_q3_bmi,missing_percent_bmi,centroid_triglycerides,member_median_triglycerides,member_q1_triglycerides,member_q3_triglycerides,missing_percent_triglycerides,centroid_ldl,member_median_ldl,member_q1_ldl,member_q3_ldl,missing_percent_ldl,centroid_hdl,member_median_hdl,member_q1_hdl,member_q3_hdl,missing_percent_hdl,centroid_age,member_median_age,member_q1_age,member_q3_age,missing_percent_age,centroid_waist_circumference,member_median_waist_circumference,member_q1_waist_circumference,member_q3_waist_circumference,missing_percent_waist_circumference,centroid_fasting_insulin,member_median_fasting_insulin,member_q1_fasting_insulin,member_q3_fasting_insulin,missing_percent_fasting_insulin,centroid_crp,member_median_crp,member_q1_crp,member_q3_crp,missing_percent_crp
core6_all_equal,5,K05-C03,288,20.930232558139537,"{""2009-2010"": 53, ""2011-2012"": 43, ""2013-2014"": 55, ""2015-2016"": 43, ""2017-2018"": 43, ""2021-2023"": 51}",30.06857638888889,29.9,27.095,33.6,1.3888888888888888,100.64583333333333,95.0,69.0,122.0,3.125,114.58333333333334,115.0,95.0,134.5,3.125,55.229166666666664,55.0,48.0,63.0,3.125,50.00694444444444,50.0,48.0,52.0,0.0,99.17951388888889,99.55,92.475,106.725,2.7777777777777777,,,,,,,,,,
core6_all_equal,5,K05-C01,291,21.148255813953487,"{""2009-2010"": 45, ""2011-2012"": 37, ""2013-2014"": 49, ""2015-2016"": 57, ""2017-2018"": 48, ""2021-2023"": 55}",24.133333333333333,23.4,20.905,26.375,0.3436426116838488,77.76288659793815,71.0,53.0,92.0,2.405498281786942,112.48453608247424,112.0,92.0,133.0,2.405498281786942,79.49828178694158,78.0,68.0,88.0,0.6872852233676976,55.649484536082475,56.0,54.0,58.0,0.0,85.93917525773196,85.0,78.75,91.55,1.3745704467353952,,,,,,,,,,
core6_all_equal,5,K05-C04,109,7.921511627906977,"{""2009-2010"": 19, ""2011-2012"": 12, ""2013-2014"": 23, ""2015-2016"": 17, ""2017-2018"": 15, ""2021-2023"": 23}",32.19899082568807,31.8,28.15,36.0,1.834862385321101,327.4403669724771,296.0,252.0,354.0,0.0,118.5045871559633,115.5,92.25,145.75,17.431192660550458,42.220183486238525,41.0,36.0,47.0,0.0,54.357798165137616,55.0,51.0,58.0,0.0,107.03761467889908,106.2,100.45,113.2,1.834862385321101,,,,,,,,,,
core6_all_equal,5,K05-C02,400,29.069767441860467,"{""2009-2010"": 62, ""2011-2012"": 65, ""2013-2014"": 61, ""2015-2016"": 65, ""2017-2018"": 72, ""2021-2023"": 75}",28.563525,28.6,25.8,31.4,1.0,130.9925,125.5,93.0,168.0,3.5000000000000004,151.4275,150.5,127.0,170.0,3.5000000000000004,54.692499999999995,54.0,48.0,62.0,3.25,56.885,57.0,55.0,59.0,0.0,97.102375,97.8,90.4,103.45,1.25,,,,,,,,,,
core6_all_equal,6,K06-C05,100,7.267441860465117,"{""2009-2010"": 16, ""2011-2012"": 11, ""2013-2014"": 23, ""2015-2016"": 16, ""2017-2018"": 13, ""2021-2023"": 21}",32.1711,31.61,28.2,35.875,2.0,333.35,303.0,253.5,366.5,0.0,115.53999999999999,115.0,86.0,139.0,19.0,41.91,40.5,36.0,46.0,0.0,53.89,54.0,51.0,57.0,0.0,107.369,106.2,100.45,113.65,2.0,,,,,,,,,,
core6_all_equal,6,K06-C01,242,17.587209302325583,"{""2009-2010"": 39, ""2011-2012"": 30, ""2013-2014"": 36, ""2015-2016"": 49, ""2017-2018"": 41, ""2021-2023"": 47}",23.626487603305783,22.8,20.6,25.8,0.4132231404958678,78.26859504132231,71.0,52.5,94.0,2.8925619834710745,117.93801652892562,118.0,95.0,137.0,2.8925619834710745,82.23140495867769,80.0,72.0,90.0,0.8264462809917356,55.71487603305785,56.0,54.0,58.0,0.0,84.8495867768595,84.0,77.9,90.42500000000001,0.8264462809917356,,,,,,,,,,
core6_all_equal,6,K06-C03,272,19.767441860465116,"{""2009-2010"": 46, ""2011-2012"": 46, ""2013-2014"": 41, ""2015-2016"": 46, ""2017-2018"": 53, ""2021-2023"": 40}",28.501875000000002,28.2,25.0,31.175,0.7352941176470588,144.3933823529412,137.0,104.0,180.0,0.0,169.94117647058823,163.0,150.75,184.0,0.0,54.30882352941176,54.0,48.0,61.0,0.0,56.091911764705884,56.0,54.0,59.0,0.0,96.98198529411765,96.9,89.475,103.92500000000001,1.4705882352941175,,,,,,,,,,
core6_all_equal,6,K06-C02,239,17.36918604651163,"{""2009-2010"": 40, ""2011-2012"": 41, ""2013-2014"": 47, ""2015-2016"": 36, ""2017-2018"": 32, ""2021-2023"": 43}",28.821715481171548,28.6,25.3,32.4,0.8368200836820083,96.18828451882845,90.0,65.0,115.75,3.765690376569038,117.4518828451883,118.0,100.25,136.5,3.765690376569038,56.995815899581594,56.0,49.25,64.75,3.765690376569038,49.29707112970711,50.0,47.0,51.0,0.0,96.30523012552301,97.05,88.69999999999999,104.2,2.092050209205021,,,,,,,,,,
core6_all_equal,6,K06-C06,241,17.51453488372093,"{""2009-2010"": 37, ""2011-2012"": 29, ""2013-2014"": 40, ""2015-2016"": 44, ""2017-2018"": 50, ""2021-2023"": 41}",43.35025,41.5,38.9,46.1,0.0,120.9375,112.0,87.0,152.0,2.0746887966804977,118.85416666666667,118.5,99.0,138.0,2.0746887966804977,52.829166666666666,50.0,44.0,60.0,1.6597510373443984,53.829166666666666,54.0,51.0,57.0,0.0,126.13312499999999,124.30000000000001,118.95,133.0,2.0746887966804977,,,,,,,,,,
core6_all_equal,6,K06-C04,282,20.49418604651163,"{""2009-2010"": 44, ""2011-2012"": 33, ""2013-2014"": 49, ""2015-2016"": 38, ""2017-2018"": 45, ""2021-2023"": 73}",31.048445229681978,30.865,27.525,34.3,1.4184397163120568,108.87279151943463,102.0,79.5,136.0,5.319148936170213,102.49116607773851,105.0,85.0,121.0,5.319148936170213,55.72791519434629,55.0,48.0,62.0,4.609929078014184,57.56890459363958,58.0,56.0,60.0,0.0,101.52120141342756,101.65,94.675,108.0,3.546099290780142,,,,,,,,,,
core6_all_equal,7,K07-C07,172,12.5,"{""2009-2010"": 22, ""2011-2012"": 14, ""2013-2014"": 35, ""2015-2016"": 34, ""2017-2018"": 39, ""2021-2023"": 28}",44.05476744186046,41.75,38.9,48.05,0.0,118.87209302325581,108.5,80.0,140.0,2.3255813953488373,113.69767441860465,112.5,93.0,134.0,2.3255813953488373,54.58139534883721,52.0,45.0,61.0,1.744186046511628,56.72093023255814,57.0,55.0,59.0,0.0,127.26220930232557,125.25,118.8,134.025,2.3255813953488373,,,,,,,,,,
core6_all_equal,7,K07-C03,285,20.712209302325583,"{""2009-2010"": 42, ""2011-2012"": 33, ""2013-2014"": 49, ""2015-2016"": 40, ""2017-2018"": 49, ""2021-2023"": 72}",28.96782456140351,28.8,25.9,32.3,1.4035087719298245,105.3438596491228,99.0,78.0,130.0,5.263157894736842,102.69122807017544,106.0,86.0,121.0,5.263157894736842,56.93333333333333,57.5,49.0,64.0,4.56140350877193,57.54385964912281,58.0,56.0,60.0,0.0,96.84315789473685,98.3,90.4,103.7,2.807017543859649,,,,,,,,,,
core6_all_equal,7,K07-C04,256,18.6046511627907,"{""2009-2010"": 44, ""2011-2012"": 45, ""2013-2014"": 37, ""2015-2016"": 43, ""2017-2018"": 47, ""2021-2023"": 40}",28.8565625,28.6,26.0,31.4,0.78125,145.140625,137.5,104.0,180.0,0.0,171.265625,163.0,152.0,185.0,0.0,54.53125,54.0,48.0,62.0,0.0,56.3828125,57.0,54.0,59.0,0.0,97.985546875,98.5,90.8,104.725,1.5625,,,,,,,,,,
core6_all_equal,7,K07-C01,181,13.154069767441861,"{""2009-2010"": 31, ""2011-2012"": 23, ""2013-2014"": 25, ""2015-2016"": 39, ""2017-2018"": 31, ""2021-2023"": 32}",23.88690607734807,23.4,20.5,26.025,0.5524861878453038,74.88950276243094,67.0,50.0,89.0,2.209944751381215,119.31491712707182,120.0,95.0,140.0,2.209944751381215,88.03867403314916,85.0,78.0,95.0,0.0,55.54696132596685,56.0,53.0,58.0,0.0,85.63701657458563,84.8,78.3,91.30000000000001,1.1049723756906076,,,,,,,,,,
core6_all_equal,7,K07-C06,85,6.1773255813953485,"{""2009-2010"": 17, ""2011-2012"": 11, ""2013-2014"": 16, ""2015-2016"": 12, ""2017-2018"": 10, ""2021-2023"": 19}",31.61470588235294,31.1,28.0,35.45,2.3529411764705883,350.95294117647063,315.0,267.0,384.0,0.0,114.81176470588235,114.0,85.25,138.0,22.35294117647059,42.435294117647054,41.0,36.0,47.0,0.0,54.51764705882353,55.0,52.0,58.0,0.0,106.68588235294118,105.8,99.85,112.7,2.3529411764705883,,,,,,,,,,
core6_all_equal,7,K07-C02,206,14.970930232558139,"{""2009-2010"": 35, ""2011-2012"": 31, ""2013-2014"": 40, ""2015-2016"": 32, ""2017-2018"": 32, ""2021-2023"": 36}",25.971456310679613,25.75,22.98,28.869999999999997,0.9708737864077669,92.4126213592233,83.0,65.0,108.25,4.854368932038835,122.33009708737865,122.0,104.0,142.25,4.854368932038835,59.490291262135926,60.0,52.0,67.0,4.368932038834951,49.95145631067961,50.0,48.0,52.0,0.0,90.02135922330098,90.4,83.3,97.175,1.9417475728155338,,,,,,,,,,
core6_all_equal,7,K07-C05,191,13.880813953488373,"{""2009-2010"": 31, ""2011-2012"": 33, ""2013-2014"": 34, ""2015-2016"": 29, ""2017-2018"": 26, ""2021-2023"": 38}",37.61759162303665,37.0,34.405,40.55,0.0,127.3717277486911,118.5,89.0,163.5,1.5706806282722512,118.83769633507853,118.5,99.0,136.25,1.5706806282722512,50.073298429319365,48.0,41.75,56.0,1.5706806282722512,50.02094240837697,50.0,48.0,52.0,0.0,115.09057591623036,114.4,107.95,121.25,2.094240837696335,,,,,,,,,,
core6_all_equal,8,K08-C01,168,12.209302325581394,"{""2009-2010"": 29, ""2011-2012"": 20, ""2013-2014"": 24, ""2015-2016"": 37, ""2017-2018"": 29, ""2021-2023"": 29}",23.961190476190477,23.4,20.5,26.1,0.5952380952380952,73.58333333333333,65.5,50.0,86.25,2.380952380952381,118.95833333333333,120.0,95.0,140.0,2.380952380952381,89.45833333333334,86.5,79.0,96.0,0.0,55.398809523809526,56.0,53.0,58.0,0.0,85.77916666666667,84.69999999999999,78.3,91.475,1.1904761904761905,,,,,,,,,,
core6_all_equal,8,K08-C06,165,11.991279069767442,"{""2009-2010"": 26, ""2011-2012"": 26, ""2013-2014"": 31, ""2015-2016"": 26, ""2017-2018"": 24, ""2021-2023"": 32}",37.02490909090909,36.9,33.6,40.5,0.0,136.3030303030303,124.0,94.0,174.5,1.8181818181818181,124.0909090909091,122.5,103.0,143.75,1.8181818181818181,48.521212121212116,48.0,40.25,54.0,1.8181818181818181,49.43030303030303,50.0,47.0,51.0,0.0,114.53060606060606,114.1,106.975,121.45,0.6060606060606061,,,,,,,,,,
core6_all_equal,8,K08-C02,177,12.863372093023257,"{""2009-2010"": 30, ""2011-2012"": 27, ""2013-2014"": 36, ""2015-2016"": 25, ""2017-2018"": 28, ""2021-2023"": 31}",26.61225988700565,26.8,23.55,29.225,1.1299435028248588,86.5141242937853,79.5,64.0,100.75,3.954802259887006,118.14689265536724,119.5,101.25,138.0,3.954802259887006,60.65536723163842,60.0,53.0,68.75,3.954802259887006,49.44632768361582,50.0,48.0,51.0,0.0,91.23757062146892,91.94999999999999,83.85000000000001,98.225,2.824858757062147,,,,,,,,,,
core6_all_equal,8,K08-C03,273,19.84011627906977,"{""2009-2010"": 40, ""2011-2012"": 33, ""2013-2014"": 48, ""2015-2016"": 44, ""2017-2018"": 48, ""2021-2023"": 60}",26.382610294117647,26.7,23.4,28.86,1.465201465201465,105.11397058823529,97.0,74.0,128.0,5.86080586080586,110.70955882352942,113.0,95.0,128.0,5.86080586080586,57.99264705882353,59.0,52.0,65.0,5.128205128205128,57.31985294117647,57.0,56.0,59.0,0.0,91.56121323529412,92.0,84.9,98.9,1.8315018315018317,,,,,,,,,,
core6_all_equal,8,K08-C08,72,5.232558139534884,"{""2009-2010"": 7, ""2011-2012"": 10, ""2013-2014"": 20, ""2015-2016"": 13, ""2017-2018"": 14, ""2021-2023"": 8}",50.93083333333333,49.9,46.2925,53.975,0.0,111.66666666666667,103.0,76.0,123.0,4.166666666666666,111.23611111111111,110.0,88.0,132.0,4.166666666666666,54.30555555555556,51.5,45.0,60.5,2.7777777777777777,54.77777777777778,55.0,52.0,58.0,0.0,137.63611111111112,138.35,131.125,145.125,2.7777777777777777,,,,,,,,,,
core6_all_equal,8,K08-C04,216,15.69767441860465,"{""2009-2010"": 39, ""2011-2012"": 40, ""2013-2014"": 31, ""2015-2016"": 34, ""2017-2018"": 38, ""2021-2023"": 34}",28.692685185185184,28.6,26.0,31.07,0.9259259259259258,146.35185185185185,139.0,105.0,180.25,0.0,176.25,169.5,156.0,190.0,0.0,54.80555555555555,54.0,48.0,62.0,0.0,55.898148148148145,56.0,54.0,59.0,0.0,97.42685185185185,97.55,90.8,103.325,1.8518518518518516,,,,,,,,,,
core6_all_equal,8,K08-C07,79,5.741279069767442,"{""2009-2010"": 15, ""2011-2012"": 10, ""2013-2014"": 16, ""2015-2016"": 12, ""2017-2018"": 8, ""2021-2023"": 18}",31.331139240506328,30.6,28.0,34.2,2.5316455696202533,358.73417721518985,319.0,282.5,397.5,0.0,116.0,115.5,81.75,141.75,24.050632911392405,42.17721518987341,41.0,36.0,46.5,0.0,54.59493670886076,55.0,52.5,58.0,0.0,106.22658227848102,105.5,99.8,112.1,2.5316455696202533,,,,,,,,,,
core6_all_equal,8,K08-C05,226,16.424418604651162,"{""2009-2010"": 36, ""2011-2012"": 24, ""2013-2014"": 30, ""2015-2016"": 38, ""2017-2018"": 45, ""2021-2023"": 53}",37.028898678414095,36.8,34.4,39.3,0.0,121.70925110132158,114.0,86.5,153.0,1.3274336283185841,110.97797356828194,111.0,90.0,132.0,1.3274336283185841,54.22907488986784,53.0,45.0,61.0,0.8849557522123894,57.202643171806166,57.5,55.0,59.0,0.0,114.36541850220264,114.2,108.45,120.3,3.0973451327433628,,,,,,,,,,
core6_all_equal,9,K09-C02,197,14.31686046511628,"{""2009-2010"": 23, ""2011-2012"": 32, ""2013-2014"": 31, ""2015-2016"": 28, ""2017-2018"": 43, ""2021-2023"": 40}",25.10969543147208,24.6,22.3,27.9,0.5076142131979695,99.04060913705584,91.0,74.0,121.0,2.030456852791878,152.85786802030458,152.0,138.0,164.0,2.030456852791878,63.66497461928934,64.0,56.0,72.0,1.015228426395939,56.89340101522843,57.0,55.0,59.0,0.0,88.33096446700507,87.0,81.1,94.95,1.015228426395939,,,,,,,,,,
core6_all_equal,9,K09-C08,66,4.796511627906977,"{""2009-2010"": 13, ""2011-2012"": 8, ""2013-2014"": 14, ""2015-2016"": 8, ""2017-2018"": 7, ""2021-2023"": 16}",31.580000000000002,30.770000000000003,27.975,35.5,3.0303030303030303,379.5606060606061,333.5,302.5,418.0,0.0,111.95454545454545,110.0,77.5,133.0,28.78787878787879,42.166666666666664,40.5,35.25,47.0,0.0,54.60606060606061,55.0,52.25,57.75,0.0,107.17424242424242,106.1,100.02499999999999,113.45,3.0303030303030303,,,,,,,,,,
core6_all_equal,9,K09-C04,238,17.296511627906977,"{""2009-2010"": 43, ""2011-2012"": 28, ""2013-2014"": 39, ""2015-2016"": 37, ""2017-2018"": 36, ""2021-2023"": 55}",27.957215189873416,27.835,25.625,30.5375,1.680672268907563,108.52742616033755,99.0,75.0,134.0,5.46218487394958,99.03375527426161,103.0,83.0,115.0,5.46218487394958,56.74683544303797,57.5,49.25,64.0,5.042016806722689,56.89451476793249,57.0,55.0,59.0,0.0,95.15801687763712,96.0,89.69999999999999,101.3,2.941176470588235,,,,,,,,,,
core6_all_equal,9,K09-C09,57,4.142441860465116,"{""2009-2010"": 7, ""2011-2012"": 6, ""2013-2014"": 16, ""2015-2016"": 11, ""2017-2018"": 9, ""2021-2023"": 8}",52.22666666666667,50.65,48.2,54.9,0.0,114.28070175438597,102.0,66.75,136.25,1.7543859649122806,106.91228070175438,104.0,87.75,125.0,1.7543859649122806,53.24561403508772,51.0,43.0,58.0,1.7543859649122806,54.43859649122807,55.0,52.0,57.0,0.0,140.15877192982455,140.2,133.92499999999998,147.8,1.7543859649122806,,,,,,,,,,
core6_all_equal,9,K09-C05,156,11.337209302325581,"{""2009-2010"": 31, ""2011-2012"": 22, ""2013-2014"": 23, ""2015-2016"": 32, ""2017-2018"": 28, ""2021-2023"": 20}",30.77198717948718,30.3,27.755,33.25,0.641025641025641,181.75641025641028,176.5,142.75,212.25,0.0,174.8076923076923,170.0,151.0,190.0,0.0,49.08333333333333,49.0,42.75,54.0,0.0,55.35897435897436,55.0,53.0,58.0,0.0,102.81217948717949,103.0,97.3,108.65,1.282051282051282,,,,,,,,,,
core6_all_equal,9,K09-C03,165,11.991279069767442,"{""2009-2010"": 28, ""2011-2012"": 24, ""2013-2014"": 33, ""2015-2016"": 27, ""2017-2018"": 23, ""2021-2023"": 30}",26.175030303030304,26.33,23.35,28.9,1.2121212121212122,90.98181818181817,83.0,64.0,107.75,4.242424242424243,123.24848484848485,121.5,104.5,142.75,4.242424242424243,59.07878787878788,59.0,51.0,67.0,4.242424242424243,49.12121212121212,49.0,47.0,51.0,0.0,90.39393939393939,91.2,83.7,97.3,2.4242424242424243,,,,,,,,,,
core6_all_equal,9,K09-C01,139,10.101744186046512,"{""2009-2010"": 25, ""2011-2012"": 18, ""2013-2014"": 22, ""2015-2016"": 29, ""2017-2018"": 23, ""2021-2023"": 22}",24.225251798561153,23.515,20.5,26.2,0.7194244604316548,73.34532374100719,62.0,49.0,86.25,2.158273381294964,111.4748201438849,110.5,91.0,132.0,2.158273381294964,92.17985611510792,89.0,82.0,97.5,0.0,54.96402877697842,55.0,52.0,58.0,0.0,86.65683453237409,85.3,78.3,93.5,1.4388489208633095,,,,,,,,,,
core6_all_equal,9,K09-C06,196,14.244186046511627,"{""2009-2010"": 27, ""2011-2012"": 22, ""2013-2014"": 29, ""2015-2016"": 32, ""2017-2018"": 42, ""2021-2023"": 44}",38.204263959390865,37.8,35.375,40.849999999999994,0.0,120.23350253807106,112.0,87.0,148.5,2.5510204081632653,114.28426395939087,117.0,94.0,135.0,2.5510204081632653,54.847715736040605,53.0,45.0,62.0,1.530612244897959,57.51776649746193,58.0,56.0,60.0,0.0,116.63832487309645,116.6,111.2,122.65,2.5510204081632653,,,,,,,,,,
core6_all_equal,9,K09-C07,162,11.773255813953488,"{""2009-2010"": 25, ""2011-2012"": 30, ""2013-2014"": 29, ""2015-2016"": 25, ""2017-2018"": 23, ""2021-2023"": 30}",37.77691358024691,37.25,34.349999999999994,41.075,0.0,125.50617283950618,117.0,81.0,159.5,1.8518518518518516,118.75308641975309,118.0,99.5,135.0,1.8518518518518516,50.01851851851852,48.0,42.0,56.0,1.8518518518518516,49.45061728395061,50.0,47.0,51.0,0.0,115.28425925925926,114.5,107.95,122.0,1.8518518518518516,,,,,,,,,,
core6_all_equal,10,K10-C01,137,9.956395348837209,"{""2009-2010"": 27, ""2011-2012"": 17, ""2013-2014"": 20, ""2015-2016"": 27, ""2017-2018"": 24, ""2021-2023"": 22}",23.57,23.2,20.4,25.9,0.7299270072992701,74.02189781021897,65.0,51.0,85.75,2.18978102189781,116.82481751824818,117.5,95.0,137.0,2.18978102189781,91.63503649635037,88.0,81.0,97.0,0.0,54.824817518248175,55.0,52.0,57.0,0.0,85.01386861313868,84.0,78.1,90.75,1.4598540145985401,,,,,,,,,,
core6_all_equal,10,K10-C08,133,9.665697674418606,"{""2009-2010"": 22, ""2011-2012"": 26, ""2013-2014"": 21, ""2015-2016"": 21, ""2017-2018"": 21, ""2021-2023"": 22}",38.83984962406015,38.9,35.6,41.6,0.0,125.41353383458646,116.5,82.75,161.5,2.2556390977443606,121.90225563909775,121.0,103.0,138.0,2.2556390977443606,49.17293233082707,48.0,42.0,55.0,2.2556390977443606,48.87218045112782,49.0,47.0,51.0,0.0,116.60601503759398,117.0,109.6,123.0,3.007518796992481,,,,,,,,,,
core6_all_equal,10,K10-C07,146,10.61046511627907,"{""2009-2010"": 22, ""2011-2012"": 15, ""2013-2014"": 21, ""2015-2016"": 24, ""2017-2018"": 24, ""2021-2023"": 40}",35.14075342465753,34.75,32.0775,38.287499999999994,0.0,141.75342465753425,133.0,100.0,177.5,0.0,86.58219178082192,88.0,74.5,100.75,0.0,47.821917808219176,47.0,42.0,54.0,0.0,56.56164383561644,57.0,55.0,59.0,0.0,111.44383561643835,111.0,105.875,117.725,4.10958904109589,,,,,,,,,,
core6_all_equal,10,K10-C06,146,10.61046511627907,"{""2009-2010"": 31, ""2011-2012"": 14, ""2013-2014"": 24, ""2015-2016"": 31, ""2017-2018"": 23, ""2021-2023"": 23}",33.2677397260274,33.0,29.88,36.3,1.36986301369863,192.4931506849315,183.0,154.0,225.75,0.0,156.54794520547944,152.5,139.25,169.75,0.0,47.10958904109589,47.0,41.0,52.0,0.0,56.24657534246575,56.0,54.0,59.0,0.0,109.0404109589041,107.75,103.0,114.5,0.0,,,,,,,,,,
